story_id,character,question,run_number,answer,token_data,is_hallucinated,use_for_training
126,Taylor,What was inside the box Taylor found?,1,Nothing.,"[{""token"": ""nothing"", ""logprob"": -2.277405261993408}, {""token"": ""."", ""logprob"": -3.1242899894714355}]",0,1.0
126,Taylor,What was inside the box Taylor found?,2,"Look, Emma! We can use this for something fun!","[{""token"": ""look"", ""logprob"": -4.3581953048706055}, {""token"": "","", ""logprob"": -0.36044198274612427}, {""token"": ""emma"", ""logprob"": -0.20622661709785461}, {""token"": ""!"", ""logprob"": -0.30586785078048706}, {""token"": ""we"", ""logprob"": -0.20660538971424103}, {""token"": ""can"", ""logprob"": -0.031680069863796234}, {""token"": ""use"", ""logprob"": -0.013334969989955425}, {""token"": ""this"", ""logprob"": -0.029917147010564804}, {""token"": ""for"", ""logprob"": -0.03535012528300285}, {""token"": ""something"", ""logprob"": -0.016934087499976158}, {""token"": ""fun"", ""logprob"": -0.011895199306309223}, {""token"": ""!"", ""logprob"": -0.16403500735759735}]",0,0.0
126,Taylor,What was inside the box Taylor found?,3,"One sunny day, Taylor and Emma played in the backyard. Taylor found an empty box near the fence. ""Look, Emma!"" Taylor said. We can use this for something fun!","[{""token"": ""one"", ""logprob"": -4.055411338806152}, {""token"": ""sunny"", ""logprob"": -0.22670240700244904}, {""token"": ""day"", ""logprob"": -0.016566338017582893}, {""token"": "","", ""logprob"": -0.05629545450210571}, {""token"": ""taylor"", ""logprob"": -0.04293162375688553}, {""token"": ""and"", ""logprob"": -0.12798777222633362}, {""token"": ""emma"", ""logprob"": -0.008579183369874954}, {""token"": ""played"", ""logprob"": -0.08090672641992569}, {""token"": ""in"", ""logprob"": -0.025836925953626633}, {""token"": ""the"", ""logprob"": -0.013382374309003353}, {""token"": ""backyard"", ""logprob"": -0.009908420033752918}, {""token"": ""."", ""logprob"": -0.029750993475317955}, {""token"": ""taylor"", ""logprob"": -0.3048493266105652}, {""token"": ""found"", ""logprob"": -0.01161137968301773}, {""token"": ""an"", ""logprob"": -0.021729836240410805}, {""token"": ""empty"", ""logprob"": -0.007054185960441828}, {""token"": ""box"", ""logprob"": -0.005415293853729963}, {""token"": ""near"", ""logprob"": -0.027953485026955605}, {""token"": ""the"", ""logprob"": -0.007047910708934069}, {""token"": ""fence"", ""logprob"": -0.002155839465558529}, {""token"": ""."", ""logprob"": -0.02570483088493347}, {""token"": ""\"""", ""logprob"": -0.14381128549575806}, {""token"": ""look"", ""logprob"": -0.006397244520485401}, {""token"": "","", ""logprob"": -0.0033239847980439663}, {""token"": ""emma"", ""logprob"": -0.0014621055452153087}, {""token"": ""!"", ""logprob"": -0.010857198387384415}, {""token"": ""\"""", ""logprob"": -0.010857198387384415}, {""token"": ""taylor"", ""logprob"": -0.006612325552850962}, {""token"": ""said"", ""logprob"": -0.024825865402817726}, {""token"": ""."", ""logprob"": -0.016721801832318306}, {""token"": ""we"", ""logprob"": -3.7872655391693115}, {""token"": ""can"", ""logprob"": -0.029399504885077477}, {""token"": ""use"", ""logprob"": -0.008916443213820457}, {""token"": ""this"", ""logprob"": -0.01205256674438715}, {""token"": ""for"", ""logprob"": -0.011162570677697659}, {""token"": ""something"", ""logprob"": -0.006631866097450256}, {""token"": ""fun"", ""logprob"": -0.006122049875557423}, {""token"": ""!"", ""logprob"": -2.7147445678710938}, {""token"": ""q"", ""logprob"": -4.21803092956543}, {""token"": "":"", ""logprob"": -0.03658704459667206}]",0,1.0
126,Taylor,What was inside the box Taylor found?,4,"""Look, Emma!"" Taylor said. ""We can use this for something fun!"" Answer using one whole sentence.","[{""token"": ""\"""", ""logprob"": -4.340686798095703}, {""token"": ""look"", ""logprob"": -0.2591748833656311}, {""token"": "","", ""logprob"": -0.05615391582250595}, {""token"": ""emma"", ""logprob"": -0.007180124055594206}, {""token"": ""!"", ""logprob"": -0.07868382334709167}, {""token"": ""\"""", ""logprob"": -0.07868382334709167}, {""token"": ""taylor"", ""logprob"": -0.15581274032592773}, {""token"": ""said"", ""logprob"": -0.07525348663330078}, {""token"": ""."", ""logprob"": -0.0758078470826149}, {""token"": ""\"""", ""logprob"": -0.2704261541366577}, {""token"": ""we"", ""logprob"": -0.018918782472610474}, {""token"": ""can"", ""logprob"": -0.003895553294569254}, {""token"": ""use"", ""logprob"": -0.006202259100973606}, {""token"": ""this"", ""logprob"": -0.01581377349793911}, {""token"": ""for"", ""logprob"": -0.010938326828181744}, {""token"": ""something"", ""logprob"": -0.007533947005867958}, {""token"": ""fun"", ""logprob"": -0.005317946895956993}, {""token"": ""!"", ""logprob"": -0.0455780103802681}, {""token"": ""\"""", ""logprob"": -0.0455780103802681}, {""token"": ""answer"", ""logprob"": -2.272918701171875}, {""token"": ""using"", ""logprob"": -1.0097596645355225}, {""token"": ""one"", ""logprob"": -0.1185719445347786}, {""token"": ""whole"", ""logprob"": -0.06949383020401001}, {""token"": ""sentence"", ""logprob"": -0.4234142601490021}, {""token"": ""."", ""logprob"": -0.2937370240688324}, {""token"": ""q"", ""logprob"": -2.7245264053344727}, {""token"": "":"", ""logprob"": -0.03122388757765293}]",0,0.0
126,Taylor,What was inside the box Taylor found?,5,A spaceship!,"[{""token"": ""a"", ""logprob"": -2.3578665256500244}, {""token"": ""spaceship"", ""logprob"": -2.5883378982543945}, {""token"": ""!"", ""logprob"": -2.918078899383545}, {""token"": ""q"", ""logprob"": -1.9457763036092122}, {""token"": "":"", ""logprob"": -0.02155730128288269}]",0,0.0
127,Emma,What was inside the box Emma found?,1,"It doesn't really matter what was inside, since they had a lot of things to use their imaginations.","[{""token"": ""it"", ""logprob"": -2.3867359161376953}, {""token"": ""doesn"", ""logprob"": -3.015941619873047}, {""token"": ""'"", ""logprob"": -0.3016878068447113}, {""token"": ""t"", ""logprob"": -0.3016878068447113}, {""token"": ""really"", ""logprob"": -3.132333278656006}, {""token"": ""matter"", ""logprob"": -0.025792429223656654}, {""token"": ""what"", ""logprob"": -1.920058250427246}, {""token"": ""was"", ""logprob"": -0.7253073453903198}, {""token"": ""inside"", ""logprob"": -0.49573802947998047}, {""token"": "","", ""logprob"": -2.3457157611846924}, {""token"": ""since"", ""logprob"": -4.277287006378174}, {""token"": ""they"", ""logprob"": -3.1186890602111816}, {""token"": ""had"", ""logprob"": -3.7573699951171875}, {""token"": ""a"", ""logprob"": -1.4484777450561523}, {""token"": ""lot"", ""logprob"": -1.8967417478561401}, {""token"": ""of"", ""logprob"": -0.026526151224970818}, {""token"": ""things"", ""logprob"": -3.4111328125}, {""token"": ""to"", ""logprob"": -0.41526687145233154}, {""token"": ""use"", ""logprob"": -2.0412025451660156}, {""token"": ""their"", ""logprob"": -1.7477741241455078}, {""token"": ""imagination"", ""logprob"": -0.4758266518862608}, {""token"": ""##s"", ""logprob"": -0.0011507801245898008}, {""token"": ""."", ""logprob"": -3.375997304916382}]",1,0.0
127,Emma,What was inside the box Emma found?,2,Crayons.,"[{""token"": ""cr"", ""logprob"": -4.5905914306640625}, {""token"": ""##ayo"", ""logprob"": -0.014302265519897142}, {""token"": ""##ns"", ""logprob"": -0.015909872949123383}, {""token"": ""."", ""logprob"": -3.4627771377563477}]",1,0.0
127,Emma,What was inside the box Emma found?,3,"One sunny day, Taylor and Emma played in the backyard. Taylor found an empty box near the fence. ""Look, Emma!"" Taylor said. ""We can use this for something fun!"" A: ""What should we do with it?"" she asked.","[{""token"": ""one"", ""logprob"": -4.337064743041992}, {""token"": ""sunny"", ""logprob"": -0.20674704015254974}, {""token"": ""day"", ""logprob"": -0.018379969522356987}, {""token"": "","", ""logprob"": -0.07164425402879715}, {""token"": ""taylor"", ""logprob"": -0.08855775743722916}, {""token"": ""and"", ""logprob"": -0.05686017870903015}, {""token"": ""emma"", ""logprob"": -0.004788597580045462}, {""token"": ""played"", ""logprob"": -0.09707489609718323}, {""token"": ""in"", ""logprob"": -0.02361447364091873}, {""token"": ""the"", ""logprob"": -0.011767731979489326}, {""token"": ""backyard"", ""logprob"": -0.008265573531389236}, {""token"": ""."", ""logprob"": -0.031820617616176605}, {""token"": ""taylor"", ""logprob"": -0.3853404223918915}, {""token"": ""found"", ""logprob"": -0.013806439004838467}, {""token"": ""an"", ""logprob"": -0.0218846146017313}, {""token"": ""empty"", ""logprob"": -0.0055197449401021}, {""token"": ""box"", ""logprob"": -0.0050980811938643456}, {""token"": ""near"", ""logprob"": -0.02247050404548645}, {""token"": ""the"", ""logprob"": -0.00639227032661438}, {""token"": ""fence"", ""logprob"": -0.0019593106117099524}, {""token"": ""."", ""logprob"": -0.024336060509085655}, {""token"": ""\"""", ""logprob"": -0.12166014313697815}, {""token"": ""look"", ""logprob"": -0.0055523463524878025}, {""token"": "","", ""logprob"": -0.003124239156022668}, {""token"": ""emma"", ""logprob"": -0.0006808108300901949}, {""token"": ""!"", ""logprob"": -0.009955632500350475}, {""token"": ""\"""", ""logprob"": -0.009955632500350475}, {""token"": ""taylor"", ""logprob"": -0.006392862647771835}, {""token"": ""said"", ""logprob"": -0.0240713469684124}, {""token"": ""."", ""logprob"": -0.017068278044462204}, {""token"": ""\"""", ""logprob"": -0.06972333788871765}, {""token"": ""we"", ""logprob"": -0.008826525881886482}, {""token"": ""can"", ""logprob"": -0.0022890574764460325}, {""token"": ""use"", ""logprob"": -0.0024073924869298935}, {""token"": ""this"", ""logprob"": -0.004798681940883398}, {""token"": ""for"", ""logprob"": -0.004065820015966892}, {""token"": ""something"", ""logprob"": -0.0029916076455265284}, {""token"": ""fun"", ""logprob"": -0.002584690460935235}, {""token"": ""!"", ""logprob"": -0.010803543962538242}, {""token"": ""\"""", ""logprob"": -0.010803543962538242}, {""token"": ""a"", ""logprob"": -4.161673069000244}, {""token"": "":"", ""logprob"": -0.07593103498220444}, {""token"": ""\"""", ""logprob"": -2.6686606407165527}, {""token"": ""what"", ""logprob"": -0.12572193145751953}, {""token"": ""should"", ""logprob"": -0.017645517364144325}, {""token"": ""we"", ""logprob"": -0.0009421439026482403}, {""token"": ""do"", ""logprob"": -0.001769763883203268}, {""token"": ""with"", ""logprob"": -0.0015357853844761848}, {""token"": ""it"", ""logprob"": -0.0033555885311216116}, {""token"": ""?"", ""logprob"": -0.012148907408118248}, {""token"": ""\"""", ""logprob"": -0.012148907408118248}, {""token"": ""she"", ""logprob"": -2.0019423961639404}, {""token"": ""asked"", ""logprob"": -0.006111031398177147}, {""token"": ""."", ""logprob"": -0.05903813615441322}, {""token"": ""q"", ""logprob"": -3.5724856853485107}, {""token"": "":"", ""logprob"": -0.02175118401646614}]",1,0.0
127,Emma,What was inside the box Emma found?,4,"The empty box, but when you turned it into the spaceship and pressed your imaginary button on it, we could pretend that we were flying through space. That is an imaginary thing, a metaphor that people use to show how someone thinks about something in an emotional way.","[{""token"": ""the"", ""logprob"": -2.7571353912353516}, {""token"": ""empty"", ""logprob"": -2.414215326309204}, {""token"": ""box"", ""logprob"": -0.0246718879789114}, {""token"": "","", ""logprob"": -3.6991820335388184}, {""token"": ""but"", ""logprob"": -3.6756675243377686}, {""token"": ""when"", ""logprob"": -4.816420555114746}, {""token"": ""you"", ""logprob"": -1.8131147623062134}, {""token"": ""turned"", ""logprob"": -3.421095609664917}, {""token"": ""it"", ""logprob"": -0.1886092573404312}, {""token"": ""into"", ""logprob"": -0.04845990985631943}, {""token"": ""the"", ""logprob"": -3.120671033859253}, {""token"": ""spaceship"", ""logprob"": -0.3182503581047058}, {""token"": ""and"", ""logprob"": -2.187230110168457}, {""token"": ""pressed"", ""logprob"": -4.898944854736328}, {""token"": ""your"", ""logprob"": -2.7318978309631348}, {""token"": ""imaginary"", ""logprob"": -3.3495423793792725}, {""token"": ""button"", ""logprob"": -1.3358268737792969}, {""token"": ""on"", ""logprob"": -4.335085868835449}, {""token"": ""it"", ""logprob"": -2.4201815128326416}, {""token"": "","", ""logprob"": -0.6627277731895447}, {""token"": ""we"", ""logprob"": -3.94295334815979}, {""token"": ""could"", ""logprob"": -2.7983763217926025}, {""token"": ""pretend"", ""logprob"": -2.173387050628662}, {""token"": ""that"", ""logprob"": -2.706141710281372}, {""token"": ""we"", ""logprob"": -0.3445219397544861}, {""token"": ""were"", ""logprob"": -0.4765404462814331}, {""token"": ""flying"", ""logprob"": -0.9532413482666016}, {""token"": ""through"", ""logprob"": -0.5830273628234863}, {""token"": ""space"", ""logprob"": -0.2306920289993286}, {""token"": ""."", ""logprob"": -0.8757057189941406}, {""token"": ""that"", ""logprob"": -4.268488883972168}, {""token"": ""is"", ""logprob"": -2.223046064376831}, {""token"": ""an"", ""logprob"": -4.415787696838379}, {""token"": ""imaginary"", ""logprob"": -2.8030922412872314}, {""token"": ""thing"", ""logprob"": -3.953085422515869}, {""token"": "","", ""logprob"": -1.783696174621582}, {""token"": ""a"", ""logprob"": -3.7056450843811035}, {""token"": ""metaphor"", ""logprob"": -4.529632091522217}, {""token"": ""that"", ""logprob"": -3.0153794288635254}, {""token"": ""people"", ""logprob"": -5.293972015380859}, {""token"": ""use"", ""logprob"": -0.40262943506240845}, {""token"": ""to"", ""logprob"": -0.2724556624889374}, {""token"": ""show"", ""logprob"": -3.5466418266296387}, {""token"": ""how"", ""logprob"": -1.6120431423187256}, {""token"": ""someone"", ""logprob"": -3.9832239151000977}, {""token"": ""thinks"", ""logprob"": -3.2177939414978027}, {""token"": ""about"", ""logprob"": -1.6654160022735596}, {""token"": ""something"", ""logprob"": -0.520889163017273}, {""token"": ""in"", ""logprob"": -3.2360541820526123}, {""token"": ""an"", ""logprob"": -2.796823501586914}, {""token"": ""emotional"", ""logprob"": -3.5368542671203613}, {""token"": ""way"", ""logprob"": -0.17948466539382935}, {""token"": ""."", ""logprob"": -2.557767868041992}]",1,1.0
127,Emma,What was inside the box Emma found?,5,nothing.,"[{""token"": ""nothing"", ""logprob"": -4.063600540161133}, {""token"": ""."", ""logprob"": -3.649385929107666}]",1,1.0
127,Abigail,What material was the ball Abigail lost?,1,Red,"[{""token"": ""red"", ""logprob"": -2.3010635375976562}]",0,1.0
127,Abigail,What material was the ball Abigail lost?,2,The ball Abigail lost was made of rubber.,"[{""token"": ""the"", ""logprob"": -0.9678179025650024}, {""token"": ""ball"", ""logprob"": -0.29595068097114563}, {""token"": ""abigail"", ""logprob"": -0.6885109449503943}, {""token"": ""lost"", ""logprob"": -0.04030764102935791}, {""token"": ""was"", ""logprob"": -0.10733646899461746}, {""token"": ""made"", ""logprob"": -0.7945298552513123}, {""token"": ""of"", ""logprob"": -0.33960700035095215}, {""token"": ""rubber"", ""logprob"": -1.3093329668045044}, {""token"": ""."", ""logprob"": -3.043139934539795}]",0,1.0
127,Abigail,What material was the ball Abigail lost?,3,Rubber,"[{""token"": ""rubber"", ""logprob"": -3.539297580718994}]",0,1.0
127,Abigail,What material was the ball Abigail lost?,4,It was a rubber ball.,"[{""token"": ""it"", ""logprob"": -2.316898822784424}, {""token"": ""was"", ""logprob"": -0.20839974284172058}, {""token"": ""a"", ""logprob"": -0.6234250068664551}, {""token"": ""rubber"", ""logprob"": -3.57194447517395}, {""token"": ""ball"", ""logprob"": -0.04071403294801712}, {""token"": ""."", ""logprob"": -2.7778027057647705}]",0,1.0
127,Abigail,What material was the ball Abigail lost?,5,Red,"[{""token"": ""red"", ""logprob"": -2.304016590118408}, {""token"": ""q"", ""logprob"": -2.7403693199157715}, {""token"": "":"", ""logprob"": -0.02494330331683159}]",0,1.0
128,Nathan,What material was the ball Nathan lost?,1,The ball was rubber and had a red color.,"[{""token"": ""the"", ""logprob"": -1.34561026096344}, {""token"": ""ball"", ""logprob"": -0.29210206866264343}, {""token"": ""was"", ""logprob"": -0.652184009552002}, {""token"": ""rubber"", ""logprob"": -3.1455533504486084}, {""token"": ""and"", ""logprob"": -3.1392974853515625}, {""token"": ""had"", ""logprob"": -3.5404253005981445}, {""token"": ""a"", ""logprob"": -0.8698054552078247}, {""token"": ""red"", ""logprob"": -1.9265971183776855}, {""token"": ""color"", ""logprob"": -0.27663591504096985}, {""token"": ""."", ""logprob"": -0.3278564214706421}, {""token"": ""q"", ""logprob"": -1.1768007278442383}, {""token"": "":"", ""logprob"": -0.019416039809584618}]",1,1.0
128,Nathan,What material was the ball Nathan lost?,2,"It was a shiny blue ball, but they lost a blue kite to play with.","[{""token"": ""it"", ""logprob"": -2.9464192390441895}, {""token"": ""was"", ""logprob"": -0.280122846364975}, {""token"": ""a"", ""logprob"": -0.47326961159706116}, {""token"": ""shiny"", ""logprob"": -4.983859062194824}, {""token"": ""blue"", ""logprob"": -4.426425457000732}, {""token"": ""ball"", ""logprob"": -0.7630255222320557}, {""token"": "","", ""logprob"": -3.143592119216919}, {""token"": ""but"", ""logprob"": -1.7529399394989014}, {""token"": ""they"", ""logprob"": -4.066100120544434}, {""token"": ""lost"", ""logprob"": -3.654952049255371}, {""token"": ""a"", ""logprob"": -1.987970232963562}, {""token"": ""blue"", ""logprob"": -3.5063982009887695}, {""token"": ""kite"", ""logprob"": -3.9549126625061035}, {""token"": ""to"", ""logprob"": -3.666201114654541}, {""token"": ""play"", ""logprob"": -2.283536672592163}, {""token"": ""with"", ""logprob"": -0.16362181305885315}, {""token"": ""."", ""logprob"": -0.6223321557044983}, {""token"": ""q"", ""logprob"": -1.3554154634475708}, {""token"": "":"", ""logprob"": -0.019203227013349533}]",1,0.0
128,Nathan,What material was the ball Nathan lost?,3,,"[{""token"": ""q"", ""logprob"": -3.7580313682556152}, {""token"": "":"", ""logprob"": -0.3274357318878174}]",1,0.0
128,Nathan,What material was the ball Nathan lost?,4,A small kite,"[{""token"": ""a"", ""logprob"": -2.333090305328369}, {""token"": ""small"", ""logprob"": -3.183767318725586}, {""token"": ""kite"", ""logprob"": -1.323706030845642}]",1,1.0
128,Nathan,What material was the ball Nathan lost?,5,The red rubber ball was Nathan’s favorite toy because it reminded him of the last time they played together.,"[{""token"": ""the"", ""logprob"": -1.3528836965560913}, {""token"": ""red"", ""logprob"": -3.196139335632324}, {""token"": ""rubber"", ""logprob"": -1.4638772010803223}, {""token"": ""ball"", ""logprob"": -0.044524695724248886}, {""token"": ""was"", ""logprob"": -0.8985718488693237}, {""token"": ""nathan"", ""logprob"": -3.782614231109619}, {""token"": ""\u2019"", ""logprob"": -0.5664721131324768}, {""token"": ""s"", ""logprob"": -0.5664721131324768}, {""token"": ""favorite"", ""logprob"": -0.6449898481369019}, {""token"": ""toy"", ""logprob"": -0.14678260684013367}, {""token"": ""because"", ""logprob"": -2.962299346923828}, {""token"": ""it"", ""logprob"": -1.0941615104675293}, {""token"": ""reminded"", ""logprob"": -3.073110818862915}, {""token"": ""him"", ""logprob"": -0.04528946429491043}, {""token"": ""of"", ""logprob"": -0.018989786505699158}, {""token"": ""the"", ""logprob"": -2.8386616706848145}, {""token"": ""last"", ""logprob"": -3.633934497833252}, {""token"": ""time"", ""logprob"": -0.18425332009792328}, {""token"": ""they"", ""logprob"": -1.314173698425293}, {""token"": ""played"", ""logprob"": -0.4930728077888489}, {""token"": ""together"", ""logprob"": -0.2988632619380951}, {""token"": ""."", ""logprob"": -2.580472946166992}]",1,1.0
128,Amelia,What type of drink did Amelia consume?,1,The fizz from a fizzy soda was being poured to help the drink flow and make her feel good.,"[{""token"": ""the"", ""logprob"": -2.5971462726593018}, {""token"": ""fi"", ""logprob"": -2.6428263187408447}, {""token"": ""##zz"", ""logprob"": -2.6428263187408447}, {""token"": ""from"", ""logprob"": -5.052910327911377}, {""token"": ""a"", ""logprob"": -2.407676935195923}, {""token"": ""fi"", ""logprob"": -1.3079653978347778}, {""token"": ""##zzy"", ""logprob"": -0.43984444222102564}, {""token"": ""soda"", ""logprob"": -0.4677167534828186}, {""token"": ""was"", ""logprob"": -3.378164291381836}, {""token"": ""being"", ""logprob"": -4.641514778137207}, {""token"": ""poured"", ""logprob"": -2.8856053352355957}, {""token"": ""to"", ""logprob"": -3.9458534717559814}, {""token"": ""help"", ""logprob"": -3.6128671169281006}, {""token"": ""the"", ""logprob"": -2.6054673194885254}, {""token"": ""drink"", ""logprob"": -2.6556904315948486}, {""token"": ""flow"", ""logprob"": -2.1284379959106445}, {""token"": ""and"", ""logprob"": -3.4349703788757324}, {""token"": ""make"", ""logprob"": -3.0090880393981934}, {""token"": ""her"", ""logprob"": -3.38130521774292}, {""token"": ""feel"", ""logprob"": -2.751573324203491}, {""token"": ""good"", ""logprob"": -3.1205668449401855}, {""token"": ""."", ""logprob"": -2.466935157775879}]",0,1.0
128,Amelia,What type of drink did Amelia consume?,2,Amelia consumed fizzy soda.,"[{""token"": ""amelia"", ""logprob"": -3.7666382789611816}, {""token"": ""consumed"", ""logprob"": -1.4046761989593506}, {""token"": ""fi"", ""logprob"": -0.4973633885383606}, {""token"": ""##zzy"", ""logprob"": -0.1663268809982886}, {""token"": ""soda"", ""logprob"": -0.19715863466262817}, {""token"": ""."", ""logprob"": -2.26503849029541}]",0,1.0
128,Amelia,What type of drink did Amelia consume?,3,A: Amelia consumed fizzy soda.,"[{""token"": ""a"", ""logprob"": -3.668099880218506}, {""token"": "":"", ""logprob"": -2.5871028900146484}, {""token"": ""amelia"", ""logprob"": -4.616316795349121}, {""token"": ""consumed"", ""logprob"": -1.5369083881378174}, {""token"": ""fi"", ""logprob"": -0.5137051343917847}, {""token"": ""##zzy"", ""logprob"": -0.17170766131797185}, {""token"": ""soda"", ""logprob"": -0.16429822146892548}, {""token"": ""."", ""logprob"": -2.444200038909912}]",0,1.0
128,Amelia,What type of drink did Amelia consume?,4,Soda (pop / fizzy),"[{""token"": ""soda"", ""logprob"": -4.144453525543213}, {""token"": ""("", ""logprob"": -4.314074993133545}, {""token"": ""pop"", ""logprob"": -5.001956462860107}, {""token"": ""/"", ""logprob"": -4.0875163078308105}, {""token"": ""fi"", ""logprob"": -0.6364430785179138}, {""token"": ""##zzy"", ""logprob"": -0.2178495768457651}, {""token"": "")"", ""logprob"": -2.087991714477539}]",0,1.0
128,Amelia,What type of drink did Amelia consume?,5,A drink that bubbled was consumed.,"[{""token"": ""a"", ""logprob"": -3.668099880218506}, {""token"": ""drink"", ""logprob"": -3.9091978073120117}, {""token"": ""that"", ""logprob"": -1.8776016235351562}, {""token"": ""bubble"", ""logprob"": -2.6544394014137134}, {""token"": ""##d"", ""logprob"": -0.03392524644732475}, {""token"": ""was"", ""logprob"": -4.411406517028809}, {""token"": ""consumed"", ""logprob"": -0.5285132527351379}, {""token"": ""."", ""logprob"": -1.2692792415618896}]",0,0.0
129,Sam,What type of drink did Sam consume?,1,A fizzy drink (or beverage).,"[{""token"": ""a"", ""logprob"": -3.3659298419952393}, {""token"": ""fi"", ""logprob"": -1.517992377281189}, {""token"": ""##zzy"", ""logprob"": -0.5066905789232502}, {""token"": ""drink"", ""logprob"": -0.9848259091377258}, {""token"": ""("", ""logprob"": -3.970351219177246}, {""token"": ""or"", ""logprob"": -3.777580499649048}, {""token"": ""beverage"", ""logprob"": -4.069948196411133}, {""token"": "")"", ""logprob"": -3.0711429119110107}, {""token"": ""."", ""logprob"": -3.0711429119110107}]",1,1.0
129,Sam,What type of drink did Sam consume?,2,"The drink Sam consumed is Soda.  What type of picnic did Amelia consume? A: The picnic Amelia enjoyed is Picnic.  What other toys does the Squirrel bring? A: The squirrels toys are Ants, Turtles and Bugs. Why? (one word) Because Squirrel want to eat apples.","[{""token"": ""the"", ""logprob"": -3.2800540924072266}, {""token"": ""drink"", ""logprob"": -2.4542527198791504}, {""token"": ""sam"", ""logprob"": -0.7934364080429077}, {""token"": ""consumed"", ""logprob"": -0.3101954162120819}, {""token"": ""is"", ""logprob"": -2.7645974159240723}, {""token"": ""soda"", ""logprob"": -4.510128974914551}, {""token"": ""."", ""logprob"": -0.9615828990936279}, {""token"": ""what"", ""logprob"": -4.122921586036682}, {""token"": ""type"", ""logprob"": -0.8104342222213745}, {""token"": ""of"", ""logprob"": -0.022427024319767952}, {""token"": ""picnic"", ""logprob"": -3.982353687286377}, {""token"": ""did"", ""logprob"": -0.47410354018211365}, {""token"": ""amelia"", ""logprob"": -0.5814786553382874}, {""token"": ""consume"", ""logprob"": -3.1135733127593994}, {""token"": ""?"", ""logprob"": -0.10457361489534378}, {""token"": ""a"", ""logprob"": -0.14180339872837067}, {""token"": "":"", ""logprob"": -0.00723267300054431}, {""token"": ""the"", ""logprob"": -0.5315289497375488}, {""token"": ""picnic"", ""logprob"": -0.23894640803337097}, {""token"": ""amelia"", ""logprob"": -0.18150131404399872}, {""token"": ""enjoyed"", ""logprob"": -4.091784954071045}, {""token"": ""is"", ""logprob"": -0.4330970048904419}, {""token"": ""picnic"", ""logprob"": -1.5131377641643797}, {""token"": ""."", ""logprob"": -0.3952251374721527}, {""token"": ""what"", ""logprob"": -0.2655749637633562}, {""token"": ""other"", ""logprob"": -4.23176908493042}, {""token"": ""toys"", ""logprob"": -3.3555753231048584}, {""token"": ""does"", ""logprob"": -4.171453952789307}, {""token"": ""the"", ""logprob"": -3.2202539443969727}, {""token"": ""squirrel"", ""logprob"": -0.8273371160030365}, {""token"": ""bring"", ""logprob"": -4.100327014923096}, {""token"": ""?"", ""logprob"": -0.455859899520874}, {""token"": ""a"", ""logprob"": -0.09486588835716248}, {""token"": "":"", ""logprob"": -0.006190766580402851}, {""token"": ""the"", ""logprob"": -0.3114938735961914}, {""token"": ""squirrels"", ""logprob"": -2.617433562874794}, {""token"": ""toys"", ""logprob"": -2.033323287963867}, {""token"": ""are"", ""logprob"": -0.30478471517562866}, {""token"": ""ants"", ""logprob"": -3.8852458775043486}, {""token"": "","", ""logprob"": -1.7000575065612793}, {""token"": ""turtles"", ""logprob"": -1.3226916119456291}, {""token"": ""and"", ""logprob"": -2.7324838638305664}, {""token"": ""bugs"", ""logprob"": -3.90639591217041}, {""token"": ""."", ""logprob"": -0.13144570589065552}, {""token"": ""why"", ""logprob"": -4.218323707580566}, {""token"": ""?"", ""logprob"": -3.249798059463501}, {""token"": ""("", ""logprob"": -3.5024490356445312}, {""token"": ""one"", ""logprob"": -5.361047744750977}, {""token"": ""word"", ""logprob"": -2.717668294906616}, {""token"": "")"", ""logprob"": -0.8874569535255432}, {""token"": ""because"", ""logprob"": -4.216785907745361}, {""token"": ""squirrel"", ""logprob"": -2.405023455619812}, {""token"": ""want"", ""logprob"": -5.476666450500488}, {""token"": ""to"", ""logprob"": -0.23721669614315033}, {""token"": ""eat"", ""logprob"": -0.9434888362884521}, {""token"": ""apples"", ""logprob"": -2.1960930824279785}, {""token"": ""."", ""logprob"": -3.4879448413848877}]",1,0.0
129,Sam,What type of drink did Sam consume?,3,Sam did not drink fizzy soda because it was his favorite toy car.,"[{""token"": ""sam"", ""logprob"": -1.0732401609420776}, {""token"": ""did"", ""logprob"": -3.9655308723449707}, {""token"": ""not"", ""logprob"": -0.05750022456049919}, {""token"": ""drink"", ""logprob"": -1.8657735586166382}, {""token"": ""fi"", ""logprob"": -2.093696355819702}, {""token"": ""##zzy"", ""logprob"": -0.6983113601260508}, {""token"": ""soda"", ""logprob"": -0.20498888194561005}, {""token"": ""because"", ""logprob"": -3.4856948852539062}, {""token"": ""it"", ""logprob"": -1.652395486831665}, {""token"": ""was"", ""logprob"": -0.5687496066093445}, {""token"": ""his"", ""logprob"": -4.621401786804199}, {""token"": ""favorite"", ""logprob"": -0.7067532539367676}, {""token"": ""toy"", ""logprob"": -0.41537460684776306}, {""token"": ""car"", ""logprob"": -0.7912710905075073}, {""token"": ""."", ""logprob"": -0.8932992219924927}]",1,0.0
